Date,District,Total_Fish_Landing_Tonnes,Indian_Mackerel_Tonnes,Oil_Sardine_Tonnes,Horse_Mackerel_Tonnes,Lesser_Sardine_Tonnes,Sea_Surface_Temperature_C,Wave_Height_m,Wave_Period_s,Wind_Speed_mps,Salinity_PSU,Dissolved_Oxygen_mg_L,pH_Level,Air_Pressure_hPa,Chlorophyll_a_mg_m3
2026-11-27,Sindhudurg,4037.9540915471234,776.5705214782671,275.6277345105044,419.5408017036757,434.5111810537126,28.022628086669673,3.0970652939872862,4.067881320130032,9.178254115125359,34.76629329550209,7.639315115134088,7.8206082516567355,1000.0897544716265,0.9052669402925427
2026-11-28,Raigad,1872.9752904088134,451.16653573003543,296.9452431044375,683.9583451872787,356.6305368047854,31.803636390624337,0.5183141535771015,9.377020714447266,9.40991492556267,33.41887274524025,6.48301487092168,7.695577558632636,1011.2175578574243,2.066258549536861
2026-11-29,Thane,3997.8596206536527,512.1158129278286,426.79750720638543,524.9637088247913,683.7968353001276,27.611193839251264,3.3683494591689946,4.435668174040491,11.470746293371914,36.81078676793195,7.918904899373706,7.930200093293095,1016.4516368791927,1.0099585384516332
2026-11-30,Ratnagiri,2379.9840993687667,1025.1840655302867,836.9139865252921,490.3778936017707,650.398768175418,30.956317266210693,2.3168602134589946,5.001315082057754,14.564290051529003,36.17692977753395,5.168248592245451,7.727312831471604,1000.8968701840827,2.496396636040092
2026-12-01,Palghar,1444.2545030658184,186.7003336558233,682.5507117240701,123.5561895484949,498.6383038107848,30.664635400602343,1.8956040762321715,4.136335487389662,9.73487150120112,34.11916271966173,6.76305790501382,8.58397374590465,1010.7043742637364,0.5477570044562897
2026-12-02,Mumbai,2644.6812737319046,1188.6210563110185,486.03992254296236,282.0985421676322,472.45561632445515,30.02974745236304,2.3999787471401017,10.652867221620745,12.019872940704468,36.56642397623,7.598079115690764,8.166273653934077,1012.5070950815892,2.3069209827684003
2026-12-03,Thane,2554.5095115518725,714.195591028131,213.8659199528535,691.6637579456319,171.91231925385728,31.27019380550277,1.1876535161828463,8.533790280709292,14.091258212160875,34.58618673517113,6.954833644698216,8.099035213835267,1013.1262077982017,1.5005679248073165
2026-12-04,Ratnagiri,2464.4045295882056,838.6401853687496,391.77914976706126,239.98772999098028,586.0886040811116,31.008430795665266,3.665600456966309,3.3411054876480635,11.475829495659811,36.48704487147667,6.033351604436047,8.406550147468154,998.3874589012333,0.5011164486816185
2026-12-05,Ratnagiri,1929.4522431206062,869.1590238794812,148.24036001928684,525.4857243719724,503.71785201179364,25.577737389202884,1.4555509831863442,7.768474049342708,15.181907149522251,34.95766812685057,7.7858283964988475,7.752821694431985,1017.8255558854257,2.23101028681615
2026-12-06,Ratnagiri,1568.456396509964,674.5535102352727,827.0935329463614,782.0628924360451,437.88159305986153,31.711878891821108,1.6860274957690882,10.041867110272902,14.753793681643677,35.90315367263386,7.882452802904425,8.211603699438294,1018.1940384990787,2.444456710691611
2026-12-07,Mumbai,3655.082200078346,616.1887819122594,143.6486009515768,675.5705072512875,99.3289604723285,29.707503730606483,1.9099788529270576,8.78211657779111,10.288387671446383,35.62171942564918,7.445265218971225,8.263780256849591,1003.4566742353719,1.194396706506821
2026-12-08,Raigad,3330.44852124222,928.0067349835626,461.2122080120687,219.6738565727974,443.3034803166036,32.25008913657261,1.856021416380177,11.010675059064518,13.324381544752894,35.61598365370187,5.191703852682514,7.789390665213089,1019.2815970981703,2.471047981920633
2026-12-09,Palghar,797.1791116336974,463.04276567225094,62.64255276222799,724.4847680759174,131.38613081222377,24.726513452783802,3.509557898359809,6.682237159151837,11.205575009566356,33.53295706300128,7.074917706429688,7.828737027045585,1010.870298238566,1.6131650961578028
2026-12-10,Thane,1003.8675443502178,218.73339701854428,500.0172276016454,347.41996839320245,373.77109754949316,25.391244032068634,1.9475160802730065,3.9431058693722045,14.080108272271687,34.736153055296754,8.04214541366609,7.695294738502633,1020.0606847116735,1.6856891553557998
2026-12-11,Sindhudurg,1533.5075598912308,143.61940353868445,930.7149531540739,178.3346987604172,40.742023652354874,26.413758481912055,2.2673910052901265,4.0208834795352955,5.687316967185833,36.271238495189614,6.3960423623145095,8.491613019296041,1002.6788010004971,0.6278733153355885
2026-12-12,Mumbai,2606.007160394888,631.0480908290762,485.433854772266,195.67254758248114,300.2979537363976,28.088485903268584,1.5883739600034723,10.71681516152042,3.7991658748422865,34.97971087020353,6.41628588026751,7.837532384761621,1009.5122862690945,0.5089833844335245
2026-12-13,Thane,3230.047384272943,586.4202909671511,608.7699958108611,409.9796455616062,637.296081709551,28.320548987895105,1.0994061140853852,9.676632861449972,5.7210031524446965,35.28628362582804,6.934189562630386,8.444404605623337,1021.6574286374791,1.643378768578521
2026-12-14,Raigad,813.1735811087972,356.9903134529691,719.1433908748693,144.5973401478435,395.29606348765526,26.37228229215037,3.6153029034377866,8.191160797828427,13.801351719795791,34.01438206126607,5.579997582218071,7.846909299317864,1014.8679867895104,1.544387111925128
2026-12-15,Raigad,1530.98899236422,1048.1738452766463,953.9568150474166,303.2460619927306,63.19336921914285,30.10164096409284,1.8827164774918923,8.069764037576492,9.763826942069665,36.02802981373984,5.956287976443207,7.7500522026049685,1024.414966168223,2.065947955224885
2026-12-16,Ratnagiri,1218.3034398115149,250.86023339057266,673.9504278560456,125.13335068728043,182.66675227753163,29.016113136797717,0.6345720208100498,10.199516316781919,2.9584780578335494,36.04219632852637,7.530940672296541,8.067437063129713,1035.5135005505676,0.9837578905953309
2026-12-17,Thane,1455.1743980099104,1017.2830143451087,826.9365760265763,790.4201458497236,520.103690194205,27.604831098944256,0.5788568895251722,5.535629091554623,5.185537888539225,36.524758202070934,6.5688720324304795,7.837943949740523,999.2935699287468,1.7763364046458043
2026-12-18,Palghar,1127.6474662161538,1209.7997556183418,881.950485714721,447.1277107234151,167.63402614973293,28.28670224953339,2.6035785272719685,10.041385243511616,3.03582663281071,34.600766132983125,5.831512027708328,8.27578276453127,1015.6192398902858,1.4574989034579133
2026-12-19,Raigad,722.4925047554154,132.06879017084546,377.1307276558826,257.72017951256197,102.79223315118448,25.11591388061723,0.5213867575527081,5.4996338433148475,3.0691354230320673,35.52966210769357,6.856732301782632,8.507596059281823,1020.6351222345002,0.7693238380929146
2026-12-20,Thane,4627.66235778123,361.8251705452802,981.3982190530293,426.6246336811194,664.7361729119135,28.23343223576566,0.5331611297205924,8.51753253740791,7.6854407685716195,33.09782877429741,6.665669599594909,7.999786880807671,1021.4901045091018,1.5503147514944942
2026-12-21,Palghar,958.9072679868618,383.715396989212,203.68544724571723,606.7929036957884,38.86546247503612,28.783964935593115,2.8382892035653717,10.08262018564581,3.8821349150581206,34.22715805745581,6.613225793972638,7.516332532620517,1026.3620449480666,1.0169128343088831
2026-12-22,Thane,4453.092182448361,318.60562438172525,703.9825625642226,615.2523444062002,27.882053482197264,29.522662355535164,1.1122153071267924,3.7379636826383784,3.509034142102589,36.52525133006654,7.237492528370499,7.720869759336479,996.0256863203351,1.7882673286828512
2026-12-23,Sindhudurg,2187.591251646584,465.0576512213289,126.42312868878204,347.6091648359637,254.70195358150127,30.295575572261924,3.4928234577367094,4.535946982030692,14.638835511064345,34.25739385849654,7.337585286475463,8.421202595175515,1003.6103128790592,2.061424184656841
2026-12-24,Raigad,2315.462533989758,370.76650180630287,763.6376919888387,197.1790925601038,302.11743313941804,29.195397950364207,1.7958764710234316,7.33682317699848,14.162850600104136,34.57561674902768,7.296098035224304,7.7231381346947545,1017.5391612009637,1.2837681345528316
2026-12-25,Sindhudurg,2966.4710637873504,226.04439156653916,276.86682113414366,84.34816514810572,86.71793002767117,29.816536392342876,0.8284481462594023,8.942552934270886,11.847791379064969,34.573539732239176,5.601409583385018,8.175250644190067,1018.01003886375,1.3052108152774746
2026-12-26,Mumbai,2364.961553869866,978.4834983715438,650.436333662171,84.0945997871592,466.79411381907295,26.910039919189455,2.3907894128726817,11.846955378005905,11.039685845505424,35.69460421742583,6.790176998045451,7.757418070700995,1003.4676043732404,2.485435257846154
2026-12-27,Ratnagiri,4951.494390118561,370.21360847682814,458.70057134841426,696.5982815303355,392.14065731639556,26.95374587252601,0.7771753891682777,6.273584323327098,12.012385039669098,35.36011011129887,5.55826147461018,7.730021713440781,1007.6226201303533,1.0549823408952943
2026-12-28,Sindhudurg,3417.9178814482793,261.1658137409822,774.7613156087185,113.53906924017716,588.4951750338158,29.458078411224133,1.6533066457053471,3.412310164532319,7.84174851761465,33.63128221651043,6.971142744156068,7.712543507456675,1009.5386511928756,2.4618195086979235
2026-12-29,Palghar,2463.335932610626,158.74030232845197,332.0398849312465,531.3027893019647,68.67288060614925,24.957825379633867,0.9291634220403348,6.099988988019091,9.014921273781383,33.31530206092368,6.976528940364773,8.13975827200606,1001.1035534855898,1.5764115705695994
2026-12-30,Raigad,2286.1618926300907,928.8679214605223,354.5034627722993,192.21693876924968,403.9190409024202,28.401990478764304,2.8529464665084507,5.776474555922168,4.201193215368361,33.455174604917204,7.743403449049012,7.915967033914519,1022.5300036640128,2.083558956211534
2026-12-31,Thane,1567.441580400876,449.4946585442119,208.32649917021143,708.4666845279905,65.25632392801673,30.8770244085608,2.9793894364567977,3.0747044474997205,12.389847862799119,35.96054926006363,7.616268585410058,7.557231889920101,1013.2645521645915,0.5873230914388086
2027-01-01,Mumbai,3804.3435591370335,761.1688338968055,318.7842405434014,503.20748140438565,510.4643421218456,24.93772934882934,2.964629516543634,5.173966269943585,8.813268501826645,35.99128817142459,6.272824641447823,8.137558134813778,1028.9049345396693,2.3300595300825457
2027-01-02,Raigad,3006.8340855693164,788.1416778290975,674.6340822370427,777.977862827998,234.29171218810407,25.271203769435118,3.6616977411732075,5.993811640147949,12.439597117970212,34.75964647208112,5.132976094787059,7.698014542396467,1020.1917987802814,2.116054871042396
2027-01-03,Ratnagiri,2177.0043490796097,229.61835718481285,424.26396609199617,323.30506591913024,98.07769394607152,28.366075140552585,3.0651024596598004,11.075235623418875,9.450069914764422,36.29935716861034,7.60617222694469,7.8433261542182295,993.1490263822284,1.5189410537871646
2027-01-04,Sindhudurg,3016.015977342811,263.3561382346366,505.2600900896685,695.6078021443453,326.59064938137226,28.290083440128313,3.9019693067891885,7.095005382479677,11.498383007530652,35.1787748735092,5.9724222469022665,7.722612924272258,991.8112555983953,2.163735157767482
2027-01-05,Palghar,1533.6630368257813,268.91182801887817,466.10802762170215,419.1385566276307,186.76352263267194,26.449648794575534,3.201203453147187,5.868987033399139,2.3815350947299083,37.25702153771911,6.298048841860474,8.6141175142053,1018.1729413393615,1.6968603251165921
2027-01-06,Raigad,1644.9391116092618,618.0858296244121,61.61304943884395,379.11804456643887,367.6336259193927,25.20153886659124,1.3469360536696484,8.151101783990988,3.0905876730697655,34.26271227002753,6.238576143967801,8.293496720739189,1015.6328892251202,2.2132568568686457
2027-01-07,Ratnagiri,741.8747926519252,725.971960780574,651.4601097593597,36.883259105335114,79.61560193225549,24.43887990235315,2.7055452530006643,7.374509165336681,13.317021680661592,35.421358631433314,7.638084805654275,8.198819651124646,1006.9678702986748,1.066032225019188
2027-01-08,Thane,1850.9625175851027,656.7687165291175,685.7849586020498,268.84771126092147,598.187419715962,26.010989929260965,2.8069740714142104,5.814713161020021,6.5199433248685486,35.09113794545611,5.841272110936056,8.027979427917293,1005.114634618489,0.9247452858892492
2027-01-09,Mumbai,4544.879321459054,547.3517709354131,328.64333053892864,65.62091537879839,183.11917447452268,29.342675045554017,3.2712772912502484,3.794969660675176,13.770293113664962,35.90580553872506,4.996944921714116,7.8456294551084325,1022.2881236835813,1.2848554975850417
2027-01-10,Ratnagiri,664.0963823386038,610.6408249549705,400.894143327236,115.40805438734405,105.97345787622483,24.378930178249526,2.3466728440933733,10.480464454496122,2.832226598034958,36.88264016869882,6.275100319665366,8.4707431583991,1025.058660545467,2.406227802894078
2027-01-11,Palghar,3355.6593665098585,439.7457512588341,865.4833588995898,261.23446850989245,633.2737450930316,24.309685943040762,0.7183947337574873,7.241778963345163,3.823521556504093,35.866565277696914,5.358460189994395,7.599254562309821,1013.7187940907071,0.577857847985029
2027-01-12,Mumbai,4389.2298582510075,759.1868131606881,643.01192470835,754.2889606219164,605.2065791324983,25.105123933090802,2.542007898162652,11.773431012852607,5.792874432411867,34.89520748310299,6.560227559835382,8.377150497578954,1015.8612096642884,2.443643281293319
2027-01-13,Sindhudurg,4733.250387817679,729.9775724831092,282.52128719293154,578.9979917743723,73.68940824857911,25.222725127745633,3.4928147531897524,3.365127172368544,13.959808474795603,36.00274436243211,6.559032332410986,8.356219492321797,1006.1994712488104,1.6204638288263769
2027-01-14,Ratnagiri,2464.1826959183563,688.263244190216,104.70761472625688,419.4948085586659,25.205180191179867,29.543075157454464,2.7458433711098444,5.123288459311686,9.01832671453543,34.40663750214394,7.077884828568552,8.107465101561028,1009.7525571978533,1.6459629568323384
2027-01-15,Sindhudurg,1697.911139271326,792.6893889838666,208.4401197565102,634.730109805473,160.01187854531062,24.332401410479388,3.5829505422834185,10.647682527793501,10.775009711038662,37.20030113864875,5.714551493954324,8.128015696401215,1006.2918805795638,1.5735394464942445
2027-01-16,Sindhudurg,2772.187745430331,705.8854932051947,666.2576047338858,121.49345616455213,326.44908736291256,31.019198012821718,1.9286363577691301,9.610527330050132,12.022746755478906,33.36769662149056,5.224146128061705,8.359447344414196,1006.0657443119882,1.8649316023867966
2027-01-17,Sindhudurg,1221.4602225885426,1196.263189659407,572.0655644328859,394.5350539264565,425.8258546666076,31.791516719831403,2.0563460437931864,8.457966885275582,7.931739283100447,33.31643633885044,6.917231032721495,7.591064495154588,1033.7385269503854,1.0910082031138495
2027-01-18,Raigad,1841.22436696797,1028.5998640458183,775.4813779158183,107.86174049094416,577.21141330075,25.354644988194913,2.559634122181809,3.6663456323212222,8.169406167120137,36.35904202821564,5.266242862188509,8.389167732505687,997.8325967327953,0.5984172026893164
2027-01-19,Mumbai,3080.346456141171,675.0393744359932,321.7818839965047,565.5175915576139,338.6525810346124,23.8554775246538,1.1893605844448292,6.629002144570358,12.51098655285153,36.11256374672157,5.245279986940617,7.509156709581782,1001.7454446244976,1.6892534947944875
2027-01-20,Sindhudurg,3713.815577785306,218.74816312916323,613.1364792852539,305.4425164194153,115.57222011650623,28.768095267133432,2.9697486105522817,9.780997393205114,7.325033756366479,34.03348649442283,5.93821013288569,8.488739193748033,999.5689659153486,1.0424560252752593
2027-01-21,Ratnagiri,886.1776783710905,1152.6884426755107,524.8637707573771,320.1873166070291,546.476315993489,25.833212291461365,0.5132605049000464,11.562872241667916,10.090376483744325,33.87416181809703,7.554661312844025,8.41247371861888,1016.3718800829115,2.0008708319076596
2027-01-22,Thane,2398.465878069707,293.67423358158794,818.9025575361519,310.43713109995383,37.452230171008296,25.29603637774231,3.1431742635598,10.993499748922968,5.616937445826962,35.091738650224386,5.4508619099943125,8.39403426935687,1009.2482004110773,2.067996579552116
2027-01-23,Sindhudurg,2062.559173586183,146.53973405620167,771.8150862847525,116.59051091672364,38.58656395033857,27.210798101409903,3.0229170132659204,11.05056086948953,9.202689727646344,33.82451305227175,6.020232306044983,8.143926417385426,1025.9912525736308,1.6575049279890768
2027-01-24,Palghar,1528.595924933213,499.37150283099714,836.5780810148779,695.302979382247,357.05104810546015,27.122205778664643,1.8874095112402036,3.832639537575641,7.358404085596752,33.78592588804622,5.719928962531079,7.652384230510504,1008.0552992776114,1.3473403710868792
2027-01-25,Sindhudurg,4031.2379287119825,1064.9475830103975,322.3234600672827,194.50893973684458,334.1631625254506,27.10906507766264,0.9443173051360051,9.02351673786669,13.19676217352406,35.58320369015289,5.146168638274863,8.403138488184611,998.1204035106513,1.3729676076439408
2027-01-26,Thane,984.666428824826,547.3879445223636,717.7024179328971,480.5871038856518,234.51604336830852,28.450029418386386,1.8388046535954008,9.41051558627927,6.651601637261879,35.348304082003295,6.232953065068715,8.139585142368455,1003.2041217210963,1.6016007540247605
2027-01-27,Sindhudurg,4170.051569208158,414.00856823901603,621.4702354042283,704.9895044596229,387.6001298346044,26.155920012500122,2.1128343666759957,8.724650774544685,6.078752578136483,36.7820763858573,5.586414718300741,8.31520128550998,1002.8025836406799,1.7327812801962188
2027-01-28,Mumbai,1864.9732137886965,628.0664495182651,158.29674863074558,525.1255940741283,339.9901096003558,26.489286880776486,0.7564194500400624,5.807078066856084,2.3647083379782368,34.60945836634682,7.413076812940652,7.498140604012656,1022.8077808944587,1.3497313626942204
2027-01-29,Raigad,3144.4675498878696,403.8087719785928,870.1416563674126,300.930677028296,84.14738833535435,26.357083149221793,1.2937487980820055,10.838870265672211,6.764391607074805,35.08317180889787,5.7855381914345925,7.665541585139653,1004.2264612330761,1.864175668474702
2027-01-30,Thane,3703.993043723283,1116.7271025229743,779.2670137846724,433.04011295124553,360.92100923399045,30.768137591170483,1.2210439582195325,7.468543447822934,13.161992899910247,35.7063217134786,6.557310025599949,8.055624689530765,1005.0565698807965,0.5246661589459917
2027-01-31,Mumbai,4561.988731974423,1028.3193454400594,309.5705800643437,96.50342218283825,80.58710589262594,27.00891613633082,1.726179062261605,11.956461750414938,13.985165791660632,37.46635311628309,5.757718228258563,7.6187103464952575,1026.7127419986157,0.8511432265044708
2027-02-01,Mumbai,1858.2369339771915,942.5129032134107,108.887942231005,128.84377445161704,242.6986799233675,26.88672307592385,2.186809478370439,6.909356120372595,11.90949084888659,33.20132977288201,7.084260181952869,8.073818579554711,997.0201551179786,0.6572530471004879
2027-02-02,Palghar,2753.6670773800756,589.7579881301823,887.5896455631266,427.04276912067377,82.99245041391242,26.794089940452025,2.3877898226021315,8.741995610312502,14.278758216066237,33.68727891794252,5.53737779272304,8.311431375719255,1013.469104177604,1.9953309096352188
2027-02-03,Sindhudurg,4124.104515702665,480.50448854846945,523.477109116781,457.34113812784676,494.9392086133657,26.623910544553837,3.7887373177246424,11.558209947731838,7.725158396283903,36.231799287287814,7.85129416018324,7.997306810978101,1011.0537537554073,0.9883347290785838
2027-02-04,Sindhudurg,3193.0060447409196,675.6884673985345,263.0961169098914,224.0525824781099,151.54704856719437,30.460842883089306,2.817988457560722,9.43894871087598,3.4410418164213423,36.048502873596455,6.1779016231030415,8.503901552765736,1018.7740371065238,2.01662819512564
2027-02-05,Ratnagiri,2197.0828762716123,462.15358261782126,392.61777496322793,807.8912225980458,519.6215385602151,25.02115351738998,2.4589902286145793,6.393209706232926,2.8054130327784974,37.029241843070004,5.97390527811841,7.647500820340432,1002.1439640228215,1.0628691579529292
2027-02-06,Palghar,1825.8597000007464,756.4053618236724,801.3271061016003,563.3063842970428,366.63254934877006,27.087179089918607,3.0297788582860545,7.845927051190809,4.793331674395844,34.94676726322057,5.289554347797401,7.681240826085902,1024.446734568606,0.8667169169546615
2027-02-07,Sindhudurg,4461.947384925665,554.5223585914565,284.0224384441426,433.4482710981753,417.1531319936548,27.485412248892345,1.3768197271161795,7.118181348753871,3.6875880175627307,34.508863966895284,7.107681976802091,8.04241562291006,1020.6156187958732,2.2016159608624624
2027-02-08,Ratnagiri,2153.348557414695,674.771805190891,733.171570068701,186.08397614093101,241.3713452733018,26.617330920655625,2.1001861971817495,10.543175095825312,10.234710728513072,37.56335494655158,5.7693712671312705,7.6393283509397385,1008.2564734486718,1.4706124311832862
2027-02-09,Mumbai,4501.8568026385,298.21011055320594,481.70759464920036,395.8971274610754,222.40104233268625,28.458693258075442,2.4187427582665575,4.764504527100221,10.103007428267649,35.48435068778213,7.502108245971236,7.87035418345853,999.2367919155924,0.5219024520468286
2027-02-10,Mumbai,4666.245518513694,939.2928915681915,927.0632377516939,217.26157858623733,535.60179344965,26.235801076496745,1.0422485669768626,10.113243859316821,10.243069064335877,34.08594201316942,7.485168124582539,7.961018476610535,1010.7815478289328,1.4361289437143863
2027-02-11,Ratnagiri,3196.1800880796372,1200.2917643289668,953.0959051741518,709.6151971515186,478.2452761122472,28.346812966090216,1.8212738874285044,7.110665812946937,8.77082292374054,34.24172306379331,5.746269691588986,7.969250454129026,1020.284842043998,0.9806153326636429
2027-02-12,Raigad,2978.823522016136,1159.7314881660884,701.8276051958483,468.65232325323444,647.7309799306446,31.268907210017005,2.9486490538608243,6.800848441148992,8.681733543650955,35.82540510872276,7.765456703199326,8.429182633782583,1017.8594616208966,0.7298548160835232
2027-02-13,Sindhudurg,3858.66750924689,1165.092554854973,769.9128122572503,311.0293474090181,297.07797997472846,32.00529203781545,0.8663338002216838,9.781454899332418,3.2712722674642634,34.600248953021605,7.024201559292415,7.726264902783124,1006.5621306203955,1.0691282787000922
2027-02-14,Thane,3030.574559820385,271.9983087181391,916.8058763772246,487.40109487220917,692.4569382971365,24.115471935449385,2.906743181645684,9.425405310800956,4.25729257298852,36.54812402285283,7.789835616221797,8.515435375796855,1006.8053553987588,2.354077820761042
2027-02-15,Thane,1678.9457705597817,421.2805296114948,196.92731097356378,723.166955471063,681.6394102303661,24.379014139688035,2.4640839590138874,5.074540879350291,12.701596886757676,36.570272490522534,7.025316157523932,8.433048115581258,1015.4670300703472,0.9787302073729647
2027-02-16,Palghar,1383.7591887589833,1160.6104319717704,290.4499088005196,300.72335244057626,693.0660337822486,24.575703324337706,3.4623541766307526,11.392978257252661,7.638126190484693,35.12624985903945,7.5179443041690055,7.494549198780504,1012.4242960443586,2.433539674567228
2027-02-17,Sindhudurg,3022.6217165636035,746.460271418135,489.33629520345806,199.16823479397954,33.178718112572206,29.809571346889303,2.0053142331327205,3.1689019631948936,5.766104857374413,33.64097765867381,5.180991219109778,7.868061299974731,1003.4472272483373,0.53723908882943
2027-02-18,Palghar,1970.9136879787568,936.5125053577773,580.1399020939435,677.4507598339925,687.9004586119147,30.895084145912897,1.1068230761739934,10.269605637796364,13.535100426516987,36.70918521789255,6.3339335135070565,7.988437631923223,1020.9541424269582,2.137897141292721
2027-02-19,Palghar,1078.369797862079,1183.95990071399,843.7330575092224,587.1710734286111,134.15013033994916,25.40534700710516,3.946924352106317,8.802222078188965,2.19081517586712,34.7454689045469,5.091988151382369,8.21454613128713,1021.6680942921263,1.259786094384363
2027-02-20,Mumbai,3802.269865655569,1169.6689383830037,702.7832444282628,137.9633175942155,468.63522995865696,25.367600549532686,3.167487830693756,6.185709389316382,14.930761686008474,35.13414076445013,4.965079477747985,7.635695265354699,1008.6580166059028,0.8514939227974558
2027-02-21,Thane,769.1361394220917,1127.9959217996256,186.00069958597996,646.2263234442335,495.6244237276797,24.636736180580467,3.5098278798565783,4.958138649245175,7.2793400734766625,34.26154167142836,6.009169952910746,8.462608798189011,1007.7537352128743,2.255883091874767
2027-02-22,Raigad,1044.2031239064509,200.02913196436523,135.24809619255754,797.1994244088052,319.16040547023124,30.91072868650533,3.1917644484472554,4.4852487528367835,8.146934499816098,35.35267229706003,5.121155715698364,8.308594579696688,1001.921875517331,1.1491961846865049
2027-02-23,Thane,2442.0671040155803,228.56169642946833,769.7323301434097,535.6698960464879,200.52256088871107,30.797152158285808,2.6618933145202925,3.8280761862317876,3.1975557894666764,36.47141847128991,8.136471946974828,8.008330834533403,999.1886807877249,2.430283345848864
2027-02-24,Mumbai,3560.5738409031965,425.20022966149827,245.44938985434783,737.7766988661631,485.34702741077064,30.577207477281604,1.411327176810753,6.618913489312586,3.3289525507782773,33.0694339099364,6.730413567803983,7.561801270856131,1032.214053891793,1.9363134900820511
2027-02-25,Palghar,1240.7573237967501,411.2940003067724,79.07816704701192,388.91739109850937,557.520436052668,28.48828841039605,2.3294564135678524,6.780532363751996,7.3582400010507945,33.96034662287782,7.009194426591042,8.14054844359587,1017.5168096979162,2.1514271542466403
2027-02-26,Mumbai,2919.5871233413413,1126.8101404966849,921.4318801694112,333.20105545961786,99.44837861280844,25.767070072189636,2.6742348937551266,11.591780709262828,9.593203896481635,35.46521275228004,6.629525452974966,8.359602780387963,1010.8026867732721,1.1437545538304434
2027-02-27,Mumbai,2705.5012998404463,990.6446617803011,111.84773273161811,64.99194788759753,583.5901915990606,27.13809503330249,2.5409938629406965,3.5564986671303114,4.02835144323185,34.44276243838189,5.098302512868347,8.139532651352216,1021.1824175051848,2.1285230161465756
2027-02-28,Raigad,967.772750866343,1018.4844195576311,420.64235036701666,184.10099597310335,56.59356502094671,25.509239576020047,0.760607424246228,8.572848887178361,8.76969062343427,36.276808098158384,5.304314079797085,8.48734381253086,1019.4591488094123,1.1899939422327779
2027-03-01,Sindhudurg,1133.466207835047,820.1973047814336,863.9558065607898,785.1674545770968,386.79834310565326,30.937242909006223,1.6945585466931872,9.722230344594424,11.405997006462968,33.60482831781889,5.500140389531333,8.08671930350256,1024.773478250101,2.1727465848276997
2027-03-02,Sindhudurg,872.9508668814781,104.74361535085144,623.2181235081971,537.5687916948096,682.4281627487924,30.755773919891197,0.9682993499728034,8.460153667164189,2.979561424301026,32.94178568408431,6.5117767184689415,8.414296346715089,1009.1907338549184,1.304968035939466
2027-03-03,Thane,3547.1654055871245,261.3953965418121,128.18331741775808,105.66854216382603,243.92722742471597,26.61579415369457,3.112074475453197,6.570424818616404,13.924911147065904,36.473557071618494,7.904931016756885,8.12014050937623,1000.1927263078065,0.8577092929573723
2027-03-04,Raigad,3621.2638833202177,828.3525063285662,272.5390418403845,472.0346614306987,397.9833713721032,27.727818248864043,2.5899581524984066,6.10116448612471,8.092526847196282,33.46349191852733,5.17838363009974,8.62176055672714,1008.4360039233636,2.472574982310684
2027-03-05,Raigad,2370.417045453643,955.6736209072276,130.77607740341162,660.0835635655604,178.03489166980813,26.43812286884936,2.16291113982848,9.906930935598073,4.034614463256395,34.68396698671147,5.744727993248804,8.160771156420688,1012.0201601192211,1.4711044698261482
2027-03-06,Palghar,3775.755581621186,557.7364952676531,552.5981970303003,655.7050455950207,374.86192374438195,28.660940707032967,3.1137059685731416,7.11171107275761,10.337836209189087,34.09438637172192,7.690373181351002,7.766077319835971,1016.0112239560547,2.258949529070534
2027-03-07,Ratnagiri,2001.8743484261176,1051.415966403387,116.12345861242805,381.089765293596,185.22543716216066,25.78742717193225,2.4536310512593493,6.96821177491416,8.03604303362912,32.98553812355808,8.032591772300115,7.899733192540477,1009.5229938624909,0.566761359462323
2027-03-08,Raigad,3569.897599924924,682.734859648984,366.82021654254146,588.644395926486,557.994656189484,31.237018326423318,2.4424764196483326,6.595450578654207,7.038372269064847,33.5814200347995,6.052178409283174,7.608331647208887,1027.3050285475595,1.3393028516740673
2027-03-09,Palghar,1427.3379909351672,933.1265100144448,267.33519380581174,657.9903017557073,127.35588975768812,26.00352327904991,1.926536116991966,11.954516155458537,4.8254308278433,34.73947467970903,5.874336086124237,8.21218059839272,1013.6316890266365,0.5522063874216618
2027-03-10,Ratnagiri,3806.7669220542766,210.062050763059,246.04654265767016,66.00534803917792,614.5986332238048,27.454950299501846,3.4793279658718204,6.286897806101257,11.143413642511975,35.11993552476113,6.270303885704718,8.2395772576113,1008.2319488065956,1.8536060635146248
2027-03-11,Raigad,620.432123975843,277.364695822483,913.2357543859652,315.78155893443,650.4131086021547,24.33515550141983,2.1181444109482226,11.253016145057817,14.405852506041981,36.63393227139912,7.824013544977105,7.9340481044981335,1018.7687728217386,0.9197764776822893
2027-03-12,Thane,889.9530275323225,628.0577252853172,57.25008606248013,333.7568064873213,317.8711045253346,30.121639107942052,2.2418740145557132,5.951657277837059,6.001856564032044,36.130958677994904,6.147421041441742,7.6315412933525435,1012.3150566293184,1.3439988535184364
2027-03-13,Thane,1494.583138313085,940.864297991889,387.4660597620667,372.63870271736226,174.94228005302247,31.033792608533595,2.3876488779286587,4.333570875413571,5.769521779127976,34.77410609838082,6.438971626148539,8.160112499416437,1020.9140268309993,0.7397553275887166
